"","year","stand","trap","species","filledseeds","emptyseeds","cones","conefilledseeds","coneemptyseeds","totconeseeds"
"6231",2011,"TO11",5,"TSHE",108,77,72,NA,NA,237
"6232",2011,"TO11",5,"TSME",0,0,0,NA,NA,0
"6233",2011,"TO11",6,"ABAM",0,0,0,NA,NA,0
"6234",2011,"TO11",6,"ABGR",0,0,0,NA,NA,0
"6235",2011,"TO11",6,"ABLA",0,0,0,NA,NA,0
"6236",2011,"TO11",6,"ABPR",0,0,0,NA,NA,0
"6237",2011,"TO11",6,"ACGL",0,0,0,NA,NA,0
"6238",2011,"TO11",6,"ALRU",0,0,0,NA,NA,0
"6239",2011,"TO11",6,"CANO",0,0,0,NA,NA,0
"6240",2011,"TO11",6,"PICO",0,0,0,NA,NA,0
"6241",2011,"TO11",6,"PIEN",0,0,0,NA,NA,0
"6242",2011,"TO11",6,"PIMO",0,0,0,NA,NA,0
"6243",2011,"TO11",6,"PISI",0,0,0,NA,NA,0
"6244",2011,"TO11",6,"PSME",5,24,0,NA,NA,0
"6245",2011,"TO11",6,"TABR",0,0,0,NA,NA,0
"6246",2011,"TO11",6,"THPL",4,10,5,NA,NA,0
"6247",2011,"TO11",6,"TSHE",63,22,11,NA,NA,9
"6248",2011,"TO11",6,"TSME",0,0,0,NA,NA,0
"6249",2012,"AB08",1,"ABAM",1,0,0,NA,NA,0
"6250",2012,"AB08",1,"ABGR",0,0,0,NA,NA,0
"6251",2012,"AB08",1,"ABLA",0,0,0,NA,NA,0
"6252",2012,"AB08",1,"ABPR",0,0,0,NA,NA,0
"6253",2012,"AB08",1,"ACGL",0,0,0,NA,NA,0
"6254",2012,"AB08",1,"ALRU",0,0,0,NA,NA,0
"6255",2012,"AB08",1,"CANO",0,0,0,NA,NA,0
"6256",2012,"AB08",1,"PICO",0,0,0,NA,NA,0
"6257",2012,"AB08",1,"PIEN",0,0,0,NA,NA,0
"6258",2012,"AB08",1,"PIMO",0,0,0,NA,NA,0
"6259",2012,"AB08",1,"PISI",0,0,0,NA,NA,0
"6260",2012,"AB08",1,"PSME",1,0,0,NA,NA,0
"6261",2012,"AB08",1,"TABR",0,0,0,NA,NA,0
"6262",2012,"AB08",1,"THPL",69,4,0,NA,NA,0
"6263",2012,"AB08",1,"TSHE",298,11,9,NA,NA,2
"6264",2012,"AB08",1,"TSME",0,0,0,NA,NA,0
"6265",2012,"AB08",2,"ABAM",0,0,0,NA,NA,0
"6266",2012,"AB08",2,"ABGR",0,0,0,NA,NA,0
"6267",2012,"AB08",2,"ABLA",0,0,0,NA,NA,0
"6268",2012,"AB08",2,"ABPR",0,0,0,NA,NA,0
"6269",2012,"AB08",2,"ACGL",0,0,0,NA,NA,0
"6270",2012,"AB08",2,"ALRU",0,0,0,NA,NA,0
"6271",2012,"AB08",2,"CANO",0,0,0,NA,NA,0
"6272",2012,"AB08",2,"PICO",0,0,0,NA,NA,0
"6273",2012,"AB08",2,"PIEN",0,0,0,NA,NA,0
"6274",2012,"AB08",2,"PIMO",0,0,0,NA,NA,0
"6275",2012,"AB08",2,"PISI",0,0,0,NA,NA,0
"6276",2012,"AB08",2,"PSME",1,0,0,NA,NA,0
"6277",2012,"AB08",2,"TABR",0,0,0,NA,NA,0
"6278",2012,"AB08",2,"THPL",74,4,0,NA,NA,0
"6279",2012,"AB08",2,"TSHE",275,7,15,NA,NA,2
"6280",2012,"AB08",2,"TSME",0,0,0,NA,NA,0
"6281",2012,"AB08",3,"ABAM",2,0,0,NA,NA,0
"6282",2012,"AB08",3,"ABGR",0,0,0,NA,NA,0
"6283",2012,"AB08",3,"ABLA",0,0,0,NA,NA,0
"6284",2012,"AB08",3,"ABPR",0,0,0,NA,NA,0
"6285",2012,"AB08",3,"ACGL",0,0,0,NA,NA,0
"6286",2012,"AB08",3,"ALRU",0,0,0,NA,NA,0
"6287",2012,"AB08",3,"CANO",0,0,0,NA,NA,0
"6288",2012,"AB08",3,"PICO",0,0,0,NA,NA,0
"6289",2012,"AB08",3,"PIEN",0,0,0,NA,NA,0
"6290",2012,"AB08",3,"PIMO",0,0,0,NA,NA,0
"6291",2012,"AB08",3,"PISI",0,0,0,NA,NA,0
"6292",2012,"AB08",3,"PSME",1,0,0,NA,NA,0
"6293",2012,"AB08",3,"TABR",0,0,0,NA,NA,0
"6294",2012,"AB08",3,"THPL",68,8,0,NA,NA,0
"6295",2012,"AB08",3,"TSHE",257,3,11,NA,NA,7
"6296",2012,"AB08",3,"TSME",0,0,0,NA,NA,0
"6297",2012,"AB08",4,"ABAM",2,0,0,NA,NA,0
"6298",2012,"AB08",4,"ABGR",0,0,0,NA,NA,0
"6299",2012,"AB08",4,"ABLA",0,0,0,NA,NA,0
"6300",2012,"AB08",4,"ABPR",0,0,0,NA,NA,0
"6301",2012,"AB08",4,"ACGL",0,0,0,NA,NA,0
"6302",2012,"AB08",4,"ALRU",0,0,0,NA,NA,0
"6303",2012,"AB08",4,"CANO",0,0,0,NA,NA,0
"6304",2012,"AB08",4,"PICO",0,0,0,NA,NA,0
"6305",2012,"AB08",4,"PIEN",0,0,0,NA,NA,0
"6306",2012,"AB08",4,"PIMO",0,0,0,NA,NA,0
"6307",2012,"AB08",4,"PISI",0,0,0,NA,NA,0
"6308",2012,"AB08",4,"PSME",2,1,0,NA,NA,0
"6309",2012,"AB08",4,"TABR",0,0,0,NA,NA,0
"6310",2012,"AB08",4,"THPL",96,15,0,NA,NA,0
"6311",2012,"AB08",4,"TSHE",218,17,7,NA,NA,16
"6312",2012,"AB08",4,"TSME",0,0,0,NA,NA,0
"6313",2012,"AB08",5,"ABAM",2,0,0,NA,NA,0
"6314",2012,"AB08",5,"ABGR",0,0,0,NA,NA,0
"6315",2012,"AB08",5,"ABLA",0,0,0,NA,NA,0
"6316",2012,"AB08",5,"ABPR",0,0,0,NA,NA,0
"6317",2012,"AB08",5,"ACGL",0,0,0,NA,NA,0
"6318",2012,"AB08",5,"ALRU",0,0,0,NA,NA,0
"6319",2012,"AB08",5,"CANO",0,0,0,NA,NA,0
"6320",2012,"AB08",5,"PICO",0,0,0,NA,NA,0
"6321",2012,"AB08",5,"PIEN",0,0,0,NA,NA,0
"6322",2012,"AB08",5,"PIMO",0,0,0,NA,NA,0
"6323",2012,"AB08",5,"PISI",0,0,0,NA,NA,0
"6324",2012,"AB08",5,"PSME",0,0,0,NA,NA,0
"6325",2012,"AB08",5,"TABR",0,0,0,NA,NA,0
"6326",2012,"AB08",5,"THPL",158,14,0,NA,NA,0
"6327",2012,"AB08",5,"TSHE",283,15,12,NA,NA,0
"6328",2012,"AB08",5,"TSME",0,0,0,NA,NA,0
"6329",2012,"AB08",6,"ABAM",2,0,0,NA,NA,0
"6330",2012,"AB08",6,"ABGR",0,0,0,NA,NA,0
"6331",2012,"AB08",6,"ABLA",0,0,0,NA,NA,0
"6332",2012,"AB08",6,"ABPR",0,0,0,NA,NA,0
"6333",2012,"AB08",6,"ACGL",0,0,0,NA,NA,0
"6334",2012,"AB08",6,"ALRU",0,0,0,NA,NA,0
"6335",2012,"AB08",6,"CANO",0,0,0,NA,NA,0
"6336",2012,"AB08",6,"PICO",0,0,0,NA,NA,0
"6337",2012,"AB08",6,"PIEN",0,0,0,NA,NA,0
"6338",2012,"AB08",6,"PIMO",0,0,0,NA,NA,0
"6339",2012,"AB08",6,"PISI",0,0,0,NA,NA,0
"6340",2012,"AB08",6,"PSME",0,0,0,NA,NA,0
"6341",2012,"AB08",6,"TABR",0,0,0,NA,NA,0
"6342",2012,"AB08",6,"THPL",235,9,1,NA,NA,0
"6343",2012,"AB08",6,"TSHE",335,7,17,NA,NA,13
"6344",2012,"AB08",6,"TSME",0,0,0,NA,NA,0
"6345",2012,"AE10",1,"ABAM",10,0,0,NA,NA,0
"6346",2012,"AE10",1,"ABGR",0,0,0,NA,NA,0
"6347",2012,"AE10",1,"ABLA",13,0,0,NA,NA,0
"6348",2012,"AE10",1,"ABPR",18,0,0,NA,NA,0
"6349",2012,"AE10",1,"ACGL",0,0,0,NA,NA,0
"6350",2012,"AE10",1,"ALRU",0,0,0,NA,NA,0
"6351",2012,"AE10",1,"CANO",0,0,0,NA,NA,0
"6352",2012,"AE10",1,"PICO",0,0,0,NA,NA,0
"6353",2012,"AE10",1,"PIEN",0,0,0,NA,NA,0
"6354",2012,"AE10",1,"PIMO",0,0,0,NA,NA,0
"6355",2012,"AE10",1,"PISI",0,0,0,NA,NA,0
"6356",2012,"AE10",1,"PSME",0,0,0,NA,NA,0
"6357",2012,"AE10",1,"TABR",0,0,0,NA,NA,0
"6358",2012,"AE10",1,"THPL",0,0,0,NA,NA,0
"6359",2012,"AE10",1,"TSHE",4,0,0,NA,NA,0
"6360",2012,"AE10",1,"TSME",2,0,0,NA,NA,0
"6361",2012,"AE10",2,"ABAM",17,0,0,NA,NA,0
"6362",2012,"AE10",2,"ABGR",0,0,0,NA,NA,0
"6363",2012,"AE10",2,"ABLA",2,0,0,NA,NA,0
"6364",2012,"AE10",2,"ABPR",13,1,0,NA,NA,0
"6365",2012,"AE10",2,"ACGL",0,0,0,NA,NA,0
"6366",2012,"AE10",2,"ALRU",0,0,0,NA,NA,0
"6367",2012,"AE10",2,"CANO",7,0,0,NA,NA,0
"6368",2012,"AE10",2,"PICO",0,0,0,NA,NA,0
"6369",2012,"AE10",2,"PIEN",0,0,0,NA,NA,0
"6370",2012,"AE10",2,"PIMO",0,0,0,NA,NA,0
"6371",2012,"AE10",2,"PISI",0,0,0,NA,NA,0
"6372",2012,"AE10",2,"PSME",0,0,0,NA,NA,0
"6373",2012,"AE10",2,"TABR",0,0,0,NA,NA,0
"6374",2012,"AE10",2,"THPL",0,0,0,NA,NA,0
"6375",2012,"AE10",2,"TSHE",0,0,0,NA,NA,0
"6376",2012,"AE10",2,"TSME",8,0,0,NA,NA,0
"6377",2012,"AE10",3,"ABAM",8,1,0,NA,NA,0
"6378",2012,"AE10",3,"ABGR",0,0,0,NA,NA,0
"6379",2012,"AE10",3,"ABLA",6,2,0,NA,NA,0
"6380",2012,"AE10",3,"ABPR",9,1,0,NA,NA,0
"6381",2012,"AE10",3,"ACGL",0,0,0,NA,NA,0
"6382",2012,"AE10",3,"ALRU",0,0,0,NA,NA,0
"6383",2012,"AE10",3,"CANO",4,4,0,NA,NA,0
"6384",2012,"AE10",3,"PICO",0,0,0,NA,NA,0
"6385",2012,"AE10",3,"PIEN",0,0,0,NA,NA,0
"6386",2012,"AE10",3,"PIMO",0,0,0,NA,NA,0
"6387",2012,"AE10",3,"PISI",0,0,0,NA,NA,0
"6388",2012,"AE10",3,"PSME",0,0,0,NA,NA,0
"6389",2012,"AE10",3,"TABR",0,0,0,NA,NA,0
"6390",2012,"AE10",3,"THPL",0,0,0,NA,NA,0
"6391",2012,"AE10",3,"TSHE",0,0,0,NA,NA,0
"6392",2012,"AE10",3,"TSME",8,6,0,NA,NA,0
"6393",2012,"AE10",4,"ABAM",5,0,0,NA,NA,0
"6394",2012,"AE10",4,"ABGR",0,0,0,NA,NA,0
"6395",2012,"AE10",4,"ABLA",5,0,0,NA,NA,0
"6396",2012,"AE10",4,"ABPR",9,0,0,NA,NA,0
"6397",2012,"AE10",4,"ACGL",0,0,0,NA,NA,0
"6398",2012,"AE10",4,"ALRU",0,0,0,NA,NA,0
"6399",2012,"AE10",4,"CANO",8,0,0,NA,NA,0
"6400",2012,"AE10",4,"PICO",0,0,0,NA,NA,0
"6401",2012,"AE10",4,"PIEN",0,0,0,NA,NA,0
"6402",2012,"AE10",4,"PIMO",0,0,0,NA,NA,0
"6403",2012,"AE10",4,"PISI",0,0,0,NA,NA,0
"6404",2012,"AE10",4,"PSME",0,0,0,NA,NA,0
"6405",2012,"AE10",4,"TABR",0,0,0,NA,NA,0
"6406",2012,"AE10",4,"THPL",0,0,0,NA,NA,0
"6407",2012,"AE10",4,"TSHE",0,0,0,NA,NA,0
"6408",2012,"AE10",4,"TSME",4,7,0,NA,NA,0
"6409",2012,"AE10",5,"ABAM",20,0,0,NA,NA,0
"6410",2012,"AE10",5,"ABGR",0,0,0,NA,NA,0
"6411",2012,"AE10",5,"ABLA",8,3,0,NA,NA,0
"6412",2012,"AE10",5,"ABPR",14,3,0,NA,NA,0
"6413",2012,"AE10",5,"ACGL",0,0,0,NA,NA,0
"6414",2012,"AE10",5,"ALRU",0,0,0,NA,NA,0
"6415",2012,"AE10",5,"CANO",13,0,0,NA,NA,0
"6416",2012,"AE10",5,"PICO",0,0,0,NA,NA,0
"6417",2012,"AE10",5,"PIEN",0,0,0,NA,NA,0
"6418",2012,"AE10",5,"PIMO",0,0,0,NA,NA,0
"6419",2012,"AE10",5,"PISI",0,0,0,NA,NA,0
"6420",2012,"AE10",5,"PSME",0,0,0,NA,NA,0
"6421",2012,"AE10",5,"TABR",0,0,0,NA,NA,0
"6422",2012,"AE10",5,"THPL",0,0,0,NA,NA,0
"6423",2012,"AE10",5,"TSHE",0,0,0,NA,NA,0
"6424",2012,"AE10",5,"TSME",21,0,0,NA,NA,0
"6425",2012,"AE10",6,"ABAM",9,0,0,NA,NA,0
"6426",2012,"AE10",6,"ABGR",0,0,0,NA,NA,0
"6427",2012,"AE10",6,"ABLA",10,1,0,NA,NA,0
"6428",2012,"AE10",6,"ABPR",6,1,0,NA,NA,0
"6429",2012,"AE10",6,"ACGL",0,0,0,NA,NA,0
"6430",2012,"AE10",6,"ALRU",0,0,0,NA,NA,0
"6431",2012,"AE10",6,"CANO",15,1,0,NA,NA,0
"6432",2012,"AE10",6,"PICO",0,0,0,NA,NA,0
"6433",2012,"AE10",6,"PIEN",0,0,0,NA,NA,0
"6434",2012,"AE10",6,"PIMO",0,0,0,NA,NA,0
"6435",2012,"AE10",6,"PISI",0,0,0,NA,NA,0
"6436",2012,"AE10",6,"PSME",0,0,0,NA,NA,0
"6437",2012,"AE10",6,"TABR",0,0,0,NA,NA,0
"6438",2012,"AE10",6,"THPL",0,0,0,NA,NA,0
"6439",2012,"AE10",6,"TSHE",0,0,0,NA,NA,0
"6440",2012,"AE10",6,"TSME",8,4,0,NA,NA,0
"6441",2012,"AG05",1,"ABAM",6,3,0,NA,NA,0
"6442",2012,"AG05",1,"ABGR",0,0,0,NA,NA,0
"6443",2012,"AG05",1,"ABLA",0,0,0,NA,NA,0
"6444",2012,"AG05",1,"ABPR",0,0,0,NA,NA,0
"6445",2012,"AG05",1,"ACGL",0,0,0,NA,NA,0
"6446",2012,"AG05",1,"ALRU",0,0,0,NA,NA,0
"6447",2012,"AG05",1,"CANO",0,0,0,NA,NA,0
"6448",2012,"AG05",1,"PICO",0,0,0,NA,NA,0
"6449",2012,"AG05",1,"PIEN",0,0,0,NA,NA,0
"6450",2012,"AG05",1,"PIMO",0,0,0,NA,NA,0
"6451",2012,"AG05",1,"PISI",0,0,0,NA,NA,0
"6452",2012,"AG05",1,"PSME",2,4,0,NA,NA,0
"6453",2012,"AG05",1,"TABR",0,0,0,NA,NA,0
"6454",2012,"AG05",1,"THPL",381,72,3,NA,NA,1
"6455",2012,"AG05",1,"TSHE",45,8,0,NA,NA,0
"6456",2012,"AG05",1,"TSME",0,0,0,NA,NA,0
"6457",2012,"AG05",2,"ABAM",9,2,0,NA,NA,0
"6458",2012,"AG05",2,"ABGR",0,0,0,NA,NA,0
"6459",2012,"AG05",2,"ABLA",0,0,0,NA,NA,0
"6460",2012,"AG05",2,"ABPR",0,0,0,NA,NA,0
"6461",2012,"AG05",2,"ACGL",0,0,0,NA,NA,0
"6462",2012,"AG05",2,"ALRU",0,0,0,NA,NA,0
"6463",2012,"AG05",2,"CANO",0,0,0,NA,NA,0
"6464",2012,"AG05",2,"PICO",0,0,0,NA,NA,0
"6465",2012,"AG05",2,"PIEN",0,0,0,NA,NA,0
"6466",2012,"AG05",2,"PIMO",0,0,0,NA,NA,0
"6467",2012,"AG05",2,"PISI",0,0,0,NA,NA,0
"6468",2012,"AG05",2,"PSME",1,0,0,NA,NA,0
"6469",2012,"AG05",2,"TABR",0,0,0,NA,NA,0
"6470",2012,"AG05",2,"THPL",267,44,4,NA,NA,5
"6471",2012,"AG05",2,"TSHE",40,0,0,NA,NA,0
"6472",2012,"AG05",2,"TSME",0,0,0,NA,NA,0
"6473",2012,"AG05",3,"ABAM",9,0,0,NA,NA,0
"6474",2012,"AG05",3,"ABGR",0,0,0,NA,NA,0
"6475",2012,"AG05",3,"ABLA",0,0,0,NA,NA,0
"6476",2012,"AG05",3,"ABPR",0,0,0,NA,NA,0
"6477",2012,"AG05",3,"ACGL",0,0,0,NA,NA,0
"6478",2012,"AG05",3,"ALRU",0,0,0,NA,NA,0
"6479",2012,"AG05",3,"CANO",0,0,0,NA,NA,0
"6480",2012,"AG05",3,"PICO",0,0,0,NA,NA,0
"6481",2012,"AG05",3,"PIEN",2,0,0,NA,NA,0
"6482",2012,"AG05",3,"PIMO",0,0,0,NA,NA,0
"6483",2012,"AG05",3,"PISI",0,0,0,NA,NA,0
"6484",2012,"AG05",3,"PSME",0,0,0,NA,NA,0
"6485",2012,"AG05",3,"TABR",0,0,0,NA,NA,0
"6486",2012,"AG05",3,"THPL",237,16,0,NA,NA,0
"6487",2012,"AG05",3,"TSHE",39,14,1,NA,NA,0
"6488",2012,"AG05",3,"TSME",0,0,0,NA,NA,0
"6489",2012,"AG05",4,"ABAM",9,0,0,NA,NA,0
"6490",2012,"AG05",4,"ABGR",0,0,0,NA,NA,0
"6491",2012,"AG05",4,"ABLA",0,0,0,NA,NA,0
"6492",2012,"AG05",4,"ABPR",0,0,0,NA,NA,0
"6493",2012,"AG05",4,"ACGL",0,0,0,NA,NA,0
"6494",2012,"AG05",4,"ALRU",0,0,0,NA,NA,0
"6495",2012,"AG05",4,"CANO",0,0,0,NA,NA,0
"6496",2012,"AG05",4,"PICO",0,0,0,NA,NA,0
"6497",2012,"AG05",4,"PIEN",0,0,0,NA,NA,0
"6498",2012,"AG05",4,"PIMO",0,0,0,NA,NA,0
"6499",2012,"AG05",4,"PISI",0,0,0,NA,NA,0
"6500",2012,"AG05",4,"PSME",2,0,0,NA,NA,0
"6501",2012,"AG05",4,"TABR",0,0,0,NA,NA,0
"6502",2012,"AG05",4,"THPL",202,22,10,NA,NA,8
"6503",2012,"AG05",4,"TSHE",46,26,0,NA,NA,0
"6504",2012,"AG05",4,"TSME",0,0,0,NA,NA,0
"6505",2012,"AG05",5,"ABAM",8,0,0,NA,NA,0
"6506",2012,"AG05",5,"ABGR",0,0,0,NA,NA,0
"6507",2012,"AG05",5,"ABLA",0,0,0,NA,NA,0
"6508",2012,"AG05",5,"ABPR",0,0,0,NA,NA,0
"6509",2012,"AG05",5,"ACGL",0,0,0,NA,NA,0
"6510",2012,"AG05",5,"ALRU",0,0,0,NA,NA,0
"6511",2012,"AG05",5,"CANO",0,0,0,NA,NA,0
"6512",2012,"AG05",5,"PICO",0,0,0,NA,NA,0
"6513",2012,"AG05",5,"PIEN",0,0,0,NA,NA,0
"6514",2012,"AG05",5,"PIMO",0,0,0,NA,NA,0
"6515",2012,"AG05",5,"PISI",0,0,0,NA,NA,0
"6516",2012,"AG05",5,"PSME",0,0,0,NA,NA,0
"6517",2012,"AG05",5,"TABR",0,0,0,NA,NA,0
"6518",2012,"AG05",5,"THPL",231,27,2,NA,NA,9
"6519",2012,"AG05",5,"TSHE",51,29,0,NA,NA,0
"6520",2012,"AG05",5,"TSME",0,0,0,NA,NA,0
"6521",2012,"AG05",6,"ABAM",4,1,0,NA,NA,0
"6522",2012,"AG05",6,"ABGR",0,0,0,NA,NA,0
"6523",2012,"AG05",6,"ABLA",0,0,0,NA,NA,0
"6524",2012,"AG05",6,"ABPR",0,0,0,NA,NA,0
"6525",2012,"AG05",6,"ACGL",0,0,0,NA,NA,0
"6526",2012,"AG05",6,"ALRU",0,0,0,NA,NA,0
"6527",2012,"AG05",6,"CANO",0,0,0,NA,NA,0
"6528",2012,"AG05",6,"PICO",0,0,0,NA,NA,0
"6529",2012,"AG05",6,"PIEN",0,0,0,NA,NA,0
"6530",2012,"AG05",6,"PIMO",0,0,0,NA,NA,0
"6531",2012,"AG05",6,"PISI",0,0,0,NA,NA,0
"6532",2012,"AG05",6,"PSME",0,0,0,NA,NA,0
"6533",2012,"AG05",6,"TABR",0,0,0,NA,NA,0
"6534",2012,"AG05",6,"THPL",224,14,5,NA,NA,32
"6535",2012,"AG05",6,"TSHE",29,51,0,NA,NA,0
"6536",2012,"AG05",6,"TSME",0,0,0,NA,NA,0
"6537",2012,"AM16",1,"ABAM",3,1,0,NA,NA,0
"6538",2012,"AM16",1,"ABGR",0,0,0,NA,NA,0
"6539",2012,"AM16",1,"ABLA",0,0,0,NA,NA,0
"6540",2012,"AM16",1,"ABPR",0,0,0,NA,NA,0
"6541",2012,"AM16",1,"ACGL",0,0,0,NA,NA,0
"6542",2012,"AM16",1,"ALRU",0,0,0,NA,NA,0
"6543",2012,"AM16",1,"CANO",7,0,1,NA,NA,0
"6544",2012,"AM16",1,"PICO",0,0,0,NA,NA,0
"6545",2012,"AM16",1,"PIEN",0,0,0,NA,NA,0
"6546",2012,"AM16",1,"PIMO",0,0,0,NA,NA,0
"6547",2012,"AM16",1,"PISI",0,0,0,NA,NA,0
"6548",2012,"AM16",1,"PSME",0,0,0,NA,NA,0
"6549",2012,"AM16",1,"TABR",0,0,0,NA,NA,0
"6550",2012,"AM16",1,"THPL",0,1,0,NA,NA,0
"6551",2012,"AM16",1,"TSHE",93,19,1,NA,NA,0
"6552",2012,"AM16",1,"TSME",17,1,0,NA,NA,0
"6553",2012,"AM16",2,"ABAM",15,4,1,NA,NA,23
"6554",2012,"AM16",2,"ABGR",0,0,0,NA,NA,0
"6555",2012,"AM16",2,"ABLA",0,0,0,NA,NA,0
"6556",2012,"AM16",2,"ABPR",0,0,0,NA,NA,0
"6557",2012,"AM16",2,"ACGL",0,0,0,NA,NA,0
"6558",2012,"AM16",2,"ALRU",0,0,0,NA,NA,0
"6559",2012,"AM16",2,"CANO",18,3,0,NA,NA,0
"6560",2012,"AM16",2,"PICO",0,0,0,NA,NA,0
"6561",2012,"AM16",2,"PIEN",0,0,0,NA,NA,0
"6562",2012,"AM16",2,"PIMO",0,0,0,NA,NA,0
"6563",2012,"AM16",2,"PISI",0,0,0,NA,NA,0
"6564",2012,"AM16",2,"PSME",0,0,0,NA,NA,0
"6565",2012,"AM16",2,"TABR",0,0,0,NA,NA,0
"6566",2012,"AM16",2,"THPL",0,0,0,NA,NA,0
"6567",2012,"AM16",2,"TSHE",198,21,2,NA,NA,0
"6568",2012,"AM16",2,"TSME",69,0,0,NA,NA,0
"6569",2012,"AM16",3,"ABAM",0,0,0,NA,NA,0
"6570",2012,"AM16",3,"ABGR",0,0,0,NA,NA,0
"6571",2012,"AM16",3,"ABLA",0,0,0,NA,NA,0
"6572",2012,"AM16",3,"ABPR",0,0,0,NA,NA,0
"6573",2012,"AM16",3,"ACGL",0,0,0,NA,NA,0
"6574",2012,"AM16",3,"ALRU",0,0,0,NA,NA,0
"6575",2012,"AM16",3,"CANO",18,2,0,NA,NA,0
"6576",2012,"AM16",3,"PICO",0,0,0,NA,NA,0
"6577",2012,"AM16",3,"PIEN",0,0,0,NA,NA,0
"6578",2012,"AM16",3,"PIMO",0,0,0,NA,NA,0
"6579",2012,"AM16",3,"PISI",0,0,0,NA,NA,0
"6580",2012,"AM16",3,"PSME",0,0,0,NA,NA,0
"6581",2012,"AM16",3,"TABR",0,0,0,NA,NA,0
"6582",2012,"AM16",3,"THPL",0,0,0,NA,NA,0
"6583",2012,"AM16",3,"TSHE",241,10,0,NA,NA,0
"6584",2012,"AM16",3,"TSME",51,0,1,NA,NA,2
"6585",2012,"AM16",4,"ABAM",3,1,0,NA,NA,0
"6586",2012,"AM16",4,"ABGR",0,0,0,NA,NA,0
"6587",2012,"AM16",4,"ABLA",0,0,0,NA,NA,0
"6588",2012,"AM16",4,"ABPR",0,0,0,NA,NA,0
"6589",2012,"AM16",4,"ACGL",0,0,0,NA,NA,0
"6590",2012,"AM16",4,"ALRU",0,0,0,NA,NA,0
"6591",2012,"AM16",4,"CANO",10,0,1,NA,NA,0
"6592",2012,"AM16",4,"PICO",0,0,0,NA,NA,0
"6593",2012,"AM16",4,"PIEN",0,0,0,NA,NA,0
"6594",2012,"AM16",4,"PIMO",0,0,0,NA,NA,0
"6595",2012,"AM16",4,"PISI",0,0,0,NA,NA,0
"6596",2012,"AM16",4,"PSME",2,0,0,NA,NA,0
"6597",2012,"AM16",4,"TABR",0,0,0,NA,NA,0
"6598",2012,"AM16",4,"THPL",0,0,0,NA,NA,0
"6599",2012,"AM16",4,"TSHE",132,8,0,NA,NA,0
"6600",2012,"AM16",4,"TSME",56,0,0,NA,NA,0
"6601",2012,"AM16",5,"ABAM",2,0,0,NA,NA,0
"6602",2012,"AM16",5,"ABGR",0,0,0,NA,NA,0
"6603",2012,"AM16",5,"ABLA",0,0,0,NA,NA,0
"6604",2012,"AM16",5,"ABPR",0,0,0,NA,NA,0
"6605",2012,"AM16",5,"ACGL",0,0,0,NA,NA,0
"6606",2012,"AM16",5,"ALRU",0,0,0,NA,NA,0
"6607",2012,"AM16",5,"CANO",22,12,3,NA,NA,6
"6608",2012,"AM16",5,"PICO",0,0,0,NA,NA,0
"6609",2012,"AM16",5,"PIEN",0,0,0,NA,NA,0
"6610",2012,"AM16",5,"PIMO",0,0,0,NA,NA,0
"6611",2012,"AM16",5,"PISI",0,0,0,NA,NA,0
"6612",2012,"AM16",5,"PSME",0,0,0,NA,NA,0
"6613",2012,"AM16",5,"TABR",0,0,0,NA,NA,0
"6614",2012,"AM16",5,"THPL",0,0,0,NA,NA,0
"6615",2012,"AM16",5,"TSHE",40,40,0,NA,NA,0
"6616",2012,"AM16",5,"TSME",57,41,0,NA,NA,0
"6617",2012,"AM16",6,"ABAM",2,0,0,NA,NA,0
"6618",2012,"AM16",6,"ABGR",0,0,0,NA,NA,0
"6619",2012,"AM16",6,"ABLA",0,0,0,NA,NA,0
"6620",2012,"AM16",6,"ABPR",0,0,0,NA,NA,0
"6621",2012,"AM16",6,"ACGL",0,0,0,NA,NA,0
"6622",2012,"AM16",6,"ALRU",0,0,0,NA,NA,0
"6623",2012,"AM16",6,"CANO",26,10,14,NA,NA,30
"6624",2012,"AM16",6,"PICO",0,0,0,NA,NA,0
"6625",2012,"AM16",6,"PIEN",0,0,0,NA,NA,0
"6626",2012,"AM16",6,"PIMO",0,0,0,NA,NA,0
"6627",2012,"AM16",6,"PISI",0,0,0,NA,NA,0
"6628",2012,"AM16",6,"PSME",0,0,0,NA,NA,0
"6629",2012,"AM16",6,"TABR",0,0,0,NA,NA,0
"6630",2012,"AM16",6,"THPL",0,0,0,NA,NA,0
"6631",2012,"AM16",6,"TSHE",145,50,0,NA,NA,0
"6632",2012,"AM16",6,"TSME",32,0,0,NA,NA,0
"6633",2012,"AO03",1,"ABAM",4,0,0,NA,NA,0
"6634",2012,"AO03",1,"ABGR",0,0,0,NA,NA,0
"6635",2012,"AO03",1,"ABLA",0,0,0,NA,NA,0
"6636",2012,"AO03",1,"ABPR",0,0,0,NA,NA,0
"6637",2012,"AO03",1,"ACGL",0,0,0,NA,NA,0
"6638",2012,"AO03",1,"ALRU",0,0,0,NA,NA,0
"6639",2012,"AO03",1,"CANO",0,0,0,NA,NA,0
"6640",2012,"AO03",1,"PICO",0,0,0,NA,NA,0
"6641",2012,"AO03",1,"PIEN",0,0,0,NA,NA,0
"6642",2012,"AO03",1,"PIMO",0,0,0,NA,NA,0
"6643",2012,"AO03",1,"PISI",0,0,0,NA,NA,0
"6644",2012,"AO03",1,"PSME",6,0,0,NA,NA,0
"6645",2012,"AO03",1,"TABR",0,0,0,NA,NA,0
